3,4.82208
3,4.17685
3,4.93144
3,4.76309
3,4.932
3,4.49195
3,4.71391
3,4.40155
3,4.43536
3,4.46003
3,4.38511
3,4.247
3,4.17906
3,4.07517
3,4.27889
3,4.10342
3,4.26584
3,4.34271
3,4.21008
3,3.96202
3,4.23632
3,3.95525
3,4.54306
3,4.26344
3,4.52523
3,4.03928
3,4.24051
3,4.41443
3,4.30343
3,4.21375
3,4.45523
3,4.4483
3,4.31305
3,4.12496
3,4.26507
3,4.0739
3,4.08434
3,4.01114
3,4.24305
3,4.46772
3,4.45587
3,4.17743
3,4.14673
3,4.32813
3,4.33456
3,4.62388
3,4.44616
3,4.5359
3,4.22766
3,4.25049
3,4.32987
3,4.12192
3,4.05605
3,4.29206
3,4.29487
3,4.13484
3,4.45515
3,4.34314
3,4.28138
3,4.30473
3,4.14489
3,4.3983
3,4.3154
3,4.14463
3,4.12366
3,4.44425
3,4.26757
3,4.25955
3,4.08777
3,4.37678
3,4.22336
3,4.26396
3,4.34165
3,4.32611
3,4.48953
3,4.25334
3,3.95795
3,4.33582
3,4.03527
3,4.37033
3,4.37358
3,4.10004
3,4.4082
3,4.12959
3,4.26238
3,3.9681
3,4.48045
3,4.07661
3,4.37662
3,4.07165
3,4.20107
3,4.19144
3,4.2224
3,4.21999
3,4.12901
3,4.17404
3,4.1494
3,4.31623
3,4.24746
3,4.17115
2,5.93803
2,6.13615
2,6.72035
2,6.4585
2,6.18709
2,6.19554
2,6.39394
2,6.41861
2,6.47644
2,6.26471
2,6.18187
2,6.30675
2,5.92076
2,6.2941
2,6.22641
2,6.15775
2,6.29568
2,6.18583
2,6.00437
2,6.82693
2,6.15006
2,6.23862
2,6.28656
2,6.39053
2,6.22997
2,7.13904
2,7.39916
2,6.54638
2,6.41945
2,7.06939
2,6.26896
2,5.99247
2,6.12591
2,6.08218
2,6.05522
2,6.20183
2,5.95285
2,6.23317
2,6.32043
2,6.1612
2,5.98822
2,6.16377
2,6.32214
2,6.10174
2,6.23853
2,5.99632
2,6.07853
2,6.06227
2,5.96921
2,6.15319
2,6.20402
2,6.10725
2,6.21469
2,6.20727
2,6.23142
2,6.2583
2,6.13113
2,6.15261
2,6.11749
2,6.03731
2,6.32072
2,6.32792
2,6.08909
2,5.97329
2,6.24307
2,5.97456
2,6.08192
2,6.15594
2,6.41037
2,5.96868
2,6.17484
2,6.23866
2,6.12532
2,6.08348
2,6.08896
2,6.13349
2,6.21391
2,5.97272
2,6.41976
2,5.96769
2,6.00746
2,5.96849
2,6.40365
2,6.10233
2,6.20754
2,6.13427
2,6.49531
2,6.05198
2,6.16139
2,6.29204
2,6.1096
2,6.12785
2,6.26375
2,6.12585
2,6.28469
2,6.12534
2,6.06981
2,6.1773
2,6.02854
2,6.14825
1,12.9226
1,12.9802
1,13.2895
1,12.0593
1,12.2356
1,12.227
1,12.083
1,11.8986
1,12.1245
1,11.8685
1,12.6748
1,13.3667
1,12.2564
1,12.2652
1,12.2469
1,12.0725
1,12.1811
1,12.0417
1,12.4611
1,12.1998
1,12.2442
1,12.3515
1,12.4082
1,12.3181
1,12.5856
1,12.2841
1,12.3863
1,12.057
1,12.2571
1,11.914
1,12.0904
1,12.4408
1,12.0621
1,11.8986
1,12.8511
1,1117.78
1,12.2317
1,11.7507
1,11.6619
1,11.6821
1,11.437
1,11.7422
1,11.7878
1,11.784
1,12.0404
1,11.9993
1,12.1657
1,11.9745
1,11.7495
1,11.7482
1,12.0312
1,11.9876
1,12.0495
1,11.9235
1,12.17
1,11.7233
1,12.4096
1,11.9804
1,11.9768
1,11.8871
1,12.4676
1,11.9997
1,12.1637
1,12.2525
1,12.1821
1,11.888
1,12.4301
1,12.0247
1,12.1536
1,12.0452
1,12.1242
1,11.7074
1,12.1454
1,11.9227
1,12.0702
1,12.0625
1,12.2224
1,12.2786
1,11.9606
1,11.9987
1,11.8888
1,12.0981
1,12.0934
1,12.0688
1,12.21
1,12.1103
1,12.0764
1,12.6044
1,13.0394
1,15.9479
1,14.8594
1,14.6182
1,13.7152
1,14.379
1,13.5983
1,13.9869
1,15.4093
1,14.1535
1,15.4729
1,13.8101
