16,3.89828,15,3.24952,14,2.90587,13,3.07592,12,3.05063,11,3.04656,10,3.04686,9,3.06808,8,3.26635,7,2.8204,6,2.92743,5,3.17074,4,2.68257
16,3.88277,15,3.27231,14,2.89425,13,3.04582,12,3.06486,11,3.02878,10,3.07246,9,3.05875,8,3.26848,7,2.76013,6,2.76171,5,3.24215,4,3.16663
16,3.935,15,3.2936,14,2.89413,13,3.06235,12,3.06316,11,3.06226,10,3.01609,9,3.04161,8,3.17372,7,3.00645,6,2.79157,5,3.14474,4,3.09748
16,3.47232,15,3.24303,14,2.91689,13,3.06818,12,3.06364,11,3.0734,10,3.00783,9,3.0665,8,3.03935,7,2.98602,6,2.803,5,3.18202,4,3.21953
16,3.20095,15,3.24707,14,2.91195,13,3.08161,12,3.07976,11,3.05417,10,3.02273,9,3.07347,8,2.93931,7,2.81615,6,3.00283,5,3.01583,4,3.74019
16,3.5247,15,3.24613,14,2.90387,13,3.06835,12,3.03043,11,3.04263,10,3.0753,9,3.04359,8,2.94324,7,2.96083,6,2.78489,5,3.12516,4,3.46139
16,3.35092,15,3.29588,14,2.92585,13,3.06398,12,3.02681,11,3.02122,10,3.04789,9,3.06417,8,3.02659,7,2.89252,6,2.93195,5,3.11302,4,2.94739
16,3.28624,15,3.32207,14,2.9052,13,3.04039,12,3.04818,11,3.05553,10,3.05736,9,3.04565,8,3.2589,7,2.87821,6,2.99871,5,3.26686,4,3.05132
16,3.30384,15,3.37166,14,2.90222,13,3.06427,12,3.06182,11,3.0309,10,3.06623,9,3.10021,8,3.24859,7,2.94013,6,2.87201,5,3.18711,4,2.96556
16,3.28964,15,3.39624,14,2.9124,13,3.02888,12,3.10058,11,3.10088,10,2.9981,9,3.07017,8,3.20893,7,2.91421,6,2.96086,5,3.05156,4,3.25044
16,3.28346,15,3.41839,14,2.90664,13,3.07669,12,3.06,11,3.07658,10,3.02473,9,3.08594,8,2.96016,7,2.9696,6,3.12253,5,3.15349,4,2.68889
16,3.31573,15,3.43571,14,2.95934,13,3.03374,12,3.06005,11,3.04834,10,3.10908,9,3.03295,8,2.89698,7,2.87041,6,2.87078,5,3.0535,4,2.64975
16,3.30557,15,3.38914,14,2.90639,13,3.04236,12,3.07808,11,3.05071,10,3.01865,9,3.09494,8,3.01345,7,2.95723,6,2.88587,5,3.09861,4,2.67031
16,3.33198,15,3.42461,14,2.88133,13,3.06769,12,3.06848,11,3.0849,10,3.01833,9,3.06176,8,2.94053,7,2.92197,6,3.17021,5,3.02272,4,2.50264
16,3.35065,15,3.43751,14,2.94842,13,3.06638,12,3.06923,11,3.08877,10,3.11675,9,3.09755,8,2.90981,7,2.92623,6,3.18499,5,3.13118,4,2.8538
16,3.29252,15,3.41952,14,2.90086,13,3.08565,12,3.06575,11,3.05287,10,3.07111,9,3.06803,8,2.97205,7,2.90715,6,2.88694,5,3.2413,4,2.84905
16,3.32635,15,3.4333,14,2.90478,13,3.06119,12,3.06287,11,3.03811,10,3.05616,9,3.03707,8,2.8978,7,3.07368,6,2.87931,5,3.29099,4,2.65304
16,3.33826,15,3.43058,14,2.898,13,3.05904,12,3.08243,11,3.07023,10,3.08048,9,3.05478,8,3.03335,7,3.0004,6,2.90999,5,3.3026,4,2.78852
16,3.36029,15,3.43933,14,2.91447,13,3.06327,12,3.06651,11,3.05229,10,3.0825,9,3.05612,8,2.87109,7,2.94334,6,2.94172,5,2.93809,4,2.82365
16,3.55611,15,3.42558,14,2.90379,13,3.07655,12,3.09003,11,3.00694,10,3.01124,9,3.06208,8,3.03745,7,2.93485,6,3.08374,5,3.14919,4,2.79418
16,3.53676,15,3.43995,14,2.91565,13,3.06141,12,3.05503,11,3.07486,10,3.0468,9,3.10653,8,3.003,7,3.11464,6,2.9152,5,3.34054,4,2.56401
16,3.43781,15,3.4586,14,2.92271,13,3.04586,12,3.04477,11,3.00392,10,3.04249,9,3.06005,8,3.00337,7,2.99053,6,2.92507,5,3.29219,4,2.44693
16,3.82122,15,3.46667,14,2.9129,13,3.03354,12,3.06465,11,3.07183,10,3.10269,9,3.0773,8,2.92471,7,2.88928,6,2.97478,5,2.91697,4,2.7421
16,3.77074,15,3.44882,14,2.91343,13,3.03932,12,3.06135,11,3.07158,10,3.06665,9,3.03572,8,2.94585,7,2.90887,6,2.89672,5,3.02076,4,2.84214
16,3.39402,15,3.44861,14,2.9179,13,3.04651,12,3.07871,11,3.08998,10,3.06011,9,3.05907,8,3.02213,7,2.93248,6,2.74867,5,3.0345,4,3.11854
16,3.3766,15,3.44005,14,2.90128,13,3.07048,12,3.06507,11,3.04148,10,3.06815,9,3.08617,8,2.98735,7,2.87707,6,2.9178,5,2.9059,4,2.88083
16,3.50617,15,3.47171,14,2.91024,13,3.07043,12,3.05763,11,3.00518,10,3.03986,9,3.22766,8,3.31862,7,2.83379,6,2.88009,5,3.04638,4,2.94508
16,3.56923,15,3.45169,14,2.89362,13,3.09402,12,3.04381,11,3.00489,10,3.08337,9,3.13922,8,3.16771,7,2.90342,6,2.77372,5,3.20421,4,2.49677
16,3.40306,15,3.46399,14,2.90981,13,3.06954,12,3.07028,11,3.03995,10,3.06007,9,3.14675,8,3.15118,7,2.89053,6,2.87939,5,3.43695,4,2.772
16,3.32932,15,3.45748,14,2.91996,13,3.09663,12,3.04875,11,3.03131,10,3.07234,9,3.16423,8,2.95797,7,2.91448,6,2.90806,5,3.41438,4,2.60897
16,3.32396,15,3.44977,14,2.94391,13,3.06631,12,3.06971,11,3.04533,10,3.0605,9,3.13878,8,3.22552,7,3.0656,6,2.90314,5,3.43632,4,2.84868
16,3.3792,15,3.46494,14,2.90468,13,3.04309,12,3.06504,11,3.04775,10,3.06066,9,3.14582,8,3.05975,7,3.02123,6,3.02659,5,3.17835,4,2.76945
16,3.33938,15,3.53126,14,2.89911,13,3.05731,12,3.06937,11,3.0745,10,3.06773,9,3.13125,8,3.12418,7,3.02341,6,2.89285,5,3.67389,4,2.84785
16,3.31325,15,3.66528,14,2.91957,13,3.06453,12,3.10487,11,2.99146,10,3.05423,9,3.13474,8,3.13141,7,3.10531,6,3.17336,5,3.11173,4,2.97265
16,3.27794,15,3.63602,14,2.91129,13,3.07062,12,3.08508,11,3.07046,10,3.02597,9,3.16525,8,2.96015,7,3.21956,6,2.9587,5,3.17041,4,2.83787
16,3.27978,15,3.60993,14,2.91662,13,3.05265,12,3.06724,11,3.03849,10,3.06675,9,3.16853,8,3.07224,7,3.0677,6,2.99201,5,3.13272,4,2.62558
16,3.29261,15,3.62506,14,2.89651,13,3.05614,12,3.09136,11,3.14297,10,3.06126,9,3.1403,8,3.08021,7,3.07597,6,2.90076,5,3.01808,4,2.76865
16,3.26558,15,3.78344,14,2.89908,13,3.05703,12,3.09405,11,3.09515,10,3.05398,9,3.11412,8,2.90603,7,3.18054,6,3.08185,5,2.98863,4,3.31761
16,3.24163,15,4.15595,14,2.92442,13,3.05257,12,3.14747,11,3.13142,10,3.07209,9,3.16712,8,2.99328,7,2.97335,6,3.13687,5,3.01889,4,2.86311
16,3.25015,15,3.74628,14,2.93997,13,3.07344,12,3.10854,11,3.09141,10,3.0609,9,3.11038,8,3.00552,7,3.05227,6,3.30545,5,3.08858,4,2.82962
16,3.30673,15,3.88765,14,2.93263,13,3.06316,12,3.12596,11,3.08653,10,2.9923,9,3.14789,8,3.00712,7,3.17875,6,3.27847,5,3.51067,4,2.5994
16,3.29167,15,3.99877,14,2.91987,13,3.06011,12,3.05793,11,3.11252,10,3.08573,9,3.07024,8,3.0954,7,2.95489,6,3.17857,5,3.09477,4,2.68743
16,3.25796,15,3.9078,14,2.92913,13,3.05857,12,3.05562,11,3.0394,10,3.07689,9,3.11516,8,3.17175,7,2.8942,6,2.78676,5,2.84603,4,2.8511
16,3.24724,15,3.79125,14,2.93512,13,3.03518,12,3.05978,11,3.08633,10,3.02012,9,3.09116,8,2.97323,7,3.00547,6,3.05513,5,2.77763,4,2.65163
16,3.22295,15,3.80208,14,2.91929,13,3.06061,12,3.04875,11,3.11368,10,3.07011,9,3.09805,8,2.94009,7,2.84813,6,3.04149,5,2.82258,4,2.97188
16,3.24832,15,3.62644,14,2.93708,13,3.06845,12,3.06936,11,3.09244,10,3.02017,9,3.12916,8,2.90987,7,2.91266,6,3.00489,5,2.84208,4,3.01313
16,3.2615,15,3.85806,14,2.95258,13,3.05258,12,3.09979,11,3.06893,10,3.08146,9,3.07459,8,2.92115,7,2.86253,6,2.94423,5,3.07441,4,3.04804
16,3.25832,15,3.67395,14,2.91245,13,3.06797,12,3.08514,11,3.05945,10,3.09083,9,3.07346,8,2.87135,7,2.84708,6,3.03003,5,3.12511,4,2.94754
16,3.23709,15,2251.62,14,2.98385,13,3.05875,12,3.07643,11,3.06975,10,3.0503,9,3.12843,8,2.93091,7,2.87665,6,3.0936,5,3.11841,4,3.24169
16,3.2364,15,3.23286,14,3.04811,13,3.09005,12,3.05787,11,3.04481,10,3.09258,9,3.12005,8,2.88112,7,2.83836,6,2.97785,5,3.22186,4,2.8672
16,3.2525,15,3.12916,14,3.0309,13,3.04597,12,3.10441,11,3.05757,10,3.03939,9,3.13763,8,2.97703,7,2.84966,6,3.33665,5,3.48432,4,2.71348
16,3.25409,15,3.06129,14,2.9651,13,3.06583,12,3.07314,11,3.09882,10,3.02685,9,3.08762,8,2.94247,7,2.87138,6,3.01092,5,3.30912,4,3.32452
16,3.23013,15,3.1925,14,2.98289,13,3.06589,12,3.03335,11,3.07926,10,3.08598,9,3.18319,8,2.97345,7,2.84667,6,3.07858,5,3.45783,4,3.16795
16,3.2402,15,3.12367,14,2.95968,13,3.04939,12,3.06573,11,3.05935,10,3.0158,9,3.14098,8,2.89757,7,2.8444,6,3.06835,5,3.35675,4,2.82368
